,Document_No,Topics,Text
4650,4650,"4 0.1876914508493456, 2 0.14870509607351712, 0 0.14285714285714285, 1 0.13505987190197719, 6 0.13116123642439434, 5 0.12921191868560292, 3 0.1253132832080201",simplify code; javadocformattingmoving the charsequence specific methods out of stringutils and reintroducing the charsequenceutils class
4651,4651,"6 0.2783068783068782, 2 0.12645502645502643, 0 0.11904761904761904, 1 0.11904761904761904, 3 0.11904761904761904, 4 0.11904761904761904, 5 0.11904761904761904",make sure lines in files dont have trailing white spaces and remove all trailing white spaces
4652,4652,"2 0.18769145084934558, 1 0.16624895572263992, 5 0.13700918964076855, 3 0.13116123642439434, 4 0.12726260094681152, 0 0.1253132832080201, 6 0.1253132832080201",adding hennings github pull request with a triple implementation. 675
4653,4653,"2 0.20935960591133002, 6 0.15763546798029554, 1 0.1403940886699507, 0 0.12315270935960594, 3 0.12315270935960594, 4 0.12315270935960594, 5 0.12315270935960594","revert ""simplify, less clutter.""this reverts commit 18f5f54ca0e78df12586e0750e257058746a5a39.simplify, less clutter.ws"
4654,4654,"2 0.32091097308488614, 3 0.12284334023464458, 1 0.11962272831838049, 4 0.1115711985277203, 5 0.10996089256958824, 6 0.10996089256958824, 0 0.1051299746951921",make whitespace use after tokens consistent and add a checkstyle rule to enforce it.add final modifier to method parameters.: add jsontostringstyle implementation to tostringstyle. this fixes and from github. thanks to thiago andrade.
4655,4655,"5 0.29560239396304966, 4 0.11891751236013531, 0 0.11709601873536299, 1 0.11709601873536299, 2 0.11709601873536299, 3 0.11709601873536299, 6 0.11709601873536299",refactoring fastdateformat per to use the formatcache class created for an upcoming dateparser functionality. ive kept formatcache package-private for now. 
4656,4656,"5 0.2801587301587301, 6 0.1246031746031746, 0 0.11904761904761905, 1 0.11904761904761905, 2 0.11904761904761905, 3 0.11904761904761905, 4 0.11904761904761905",applying chas hontons implementation of dateparser and subsequent integration into fastdateformat and the time package. see . 
4657,4657,"4 0.17404622667780556, 0 0.15650236702868278, 1 0.15455304928989133, 2 0.13895850737956, 3 0.12531328320802007, 5 0.12531328320802007, 6 0.12531328320802007",[github] commons-lang pull request : intellij idea refactorings..
4658,4658,"0 0.17229437229437225, 5 0.14603174603174598, 3 0.13997113997114, 1 0.137950937950938, 4 0.137950937950938, 2 0.13593073593073596, 6 0.12987012987012989",[] add apis classutils.isprimitivewrapper(class<?>) and isprimitiveorwrapper(class<?>)
4659,4659,"5 0.2791635172587553, 3 0.12925170068027209, 4 0.12925170068027209, 1 0.11866969009826153, 0 0.11514235323759135, 6 0.11514235323759135, 2 0.11337868480725626",change calendar.getinstance to new gregoriancalendarrefactoring fastdateformat per to use the formatcache class created for an upcoming dateparser functionality. ive kept formatcache package-private for now. 
4660,4660,"2 0.19451170298627926, 0 0.15496368038740918, 4 0.13801452784503632, 5 0.13801452784503632, 6 0.13048157115953726, 1 0.12294861447403825, 3 0.12106537530266348",multilinerecursivetostringstyle: made private field indent static: multiline recursive to string style. this fixes from github. thanks to jan matèrne.
4661,4661,"0 0.253006253006253, 2 0.1301106301106301, 6 0.1284271284271284, 3 0.12506012506012507, 4 0.12506012506012504, 5 0.12337662337662335, 1 0.11495911495911498",format to 120 line length.code clean-up for checkstyle.use lowercase presentation for hex values as it is done in the jdk.use jdk functionality where available.: add conversion utility to convert between data types on byte level
4662,4662,"2 0.4269242288110214, 4 0.14809823300389335, 3 0.10302485774183884, 6 0.08939802336028749, 0 0.08730158730158727, 5 0.07367475292003593, 1 0.07157831686133573",remove redundant type arguments. simplify arrayutils removeelements by using newdecrementandget() method: improve arrayutils removeelements time complexity to o(n) ()based on patch submitted by jeffery yuancrlf -> lfjavadoc: fix typo but working is still awkward.add final modifier to local variables. arrayutils removeelements methods use unnecessary hashseteliminate conversion of bitset to int[] arrayutils removeelements methods use unnecessary hashsetreplace hashset with bitset (less memory; faster) arrayutils removeelements methods clone temporary index arrays unnecessarilyreduce number of created arrays[] complement arrayutils.addall() variants with by-index and by-value removal methods
4663,4663,"6 0.29538405400474366, 5 0.20853858784893267, 3 0.1434044882320744, 1 0.09615033752964784, 2 0.08721036307243206, 0 0.08721036307243205, 4 0.0821018062397373",: fastdateformat support of the week-year component (uppercase y)revert while investigating travis failures: fastdateformat support of the week-year component (uppercase y)add final modifier to local variables.refactor some duplicate code.[] fastdateformat generates date objects wastefully.applying chas hontons implementation of dateparser and subsequent integration into fastdateformat and the time package. see . 
4664,4664,"2 0.18745275888133028, 3 0.15923406399596873, 4 0.14336104812295286, 0 0.13983371126228267, 6 0.12572436381960195, 1 0.12219702695893175, 5 0.12219702695893175",use validateistrue to validate argumentsremove redundant type arguments.: add option to disable the objectstriviallyequal test in diffbuilder. this fixes from github. thanks to jonathan baker.
4665,4665,"2 0.23072562358276635, 1 0.12953514739229025, 4 0.12953514739229025, 0 0.12755102040816327, 3 0.12755102040816327, 5 0.12755102040816327, 6 0.12755102040816327",crlf -> lfjavadoc: fix typo but working is still awkward.
4666,4666,"0 0.16524943310657594, 2 0.16128117913832196, 4 0.1454081632653061, 6 0.13945578231292519, 3 0.13151927437641725, 5 0.12953514739229027, 1 0.1275510204081633",extract some helper methods to make the code better readable
4667,4667,"0 0.2079365079365079, 2 0.16164021164021158, 4 0.1542328042328042, 1 0.11904761904761907, 3 0.11904761904761907, 5 0.11904761904761907, 6 0.11904761904761907",": comparetobuilder.append(object, object, comparator) method is too big to be inlinedextracted arrays processing into a separate method."
4668,4668,"6 0.2896281800391389, 2 0.19221569906501412, 5 0.1191563383344205, 3 0.10241356816699285, 1 0.10089149815177215, 0 0.09784735812133075, 4 0.09784735812133075",make whitespace use after tokens consistent and add a checkstyle rule to enforce it.: fastdateformat support of the week-year component (uppercase y)revert while investigating travis failures: fastdateformat support of the week-year component (uppercase y)
4669,4669,"5 0.29216269841269843, 2 0.12723214285714282, 6 0.12723214285714282, 1 0.1150793650793651, 0 0.11334325396825398, 4 0.11334325396825398, 3 0.11160714285714288",refactoring fastdateformat per to use the formatcache class created for an upcoming dateparser functionality. ive kept formatcache package-private for now. checkstyle and trailing spaces.
4670,4670,"6 0.2928409459021704, 5 0.16699060576611596, 2 0.16132167152575314, 3 0.12730806608357628, 4 0.09102688694525428, 0 0.08195659216067379, 1 0.0785552316164561",make whitespace use after tokens consistent and add a checkstyle rule to enforce it.avoid deprecation message by inlining the deprecated method code body: fastdateformat support of the week-year component (uppercase y)revert while investigating travis failures: fastdateformat support of the week-year component (uppercase y)add final modifier to local variables.refactor some duplicate code.applying chas hontons implementation of dateparser and subsequent integration into fastdateformat and the time package. see . 
4671,4671,"5 0.291959406713505, 6 0.12073900598490764, 4 0.11891751236013533, 0 0.117096018735363, 1 0.117096018735363, 2 0.117096018735363, 3 0.117096018735363",refactoring fastdateformat per to use the formatcache class created for an upcoming dateparser functionality. ive kept formatcache package-private for now. 
4672,4672,"5 0.2901379130887327, 4 0.12256049960967993, 1 0.11891751236013531, 0 0.11709601873536299, 2 0.11709601873536299, 3 0.11709601873536299, 6 0.11709601873536299",refactoring fastdateformat per to use the formatcache class created for an upcoming dateparser functionality. ive kept formatcache package-private for now. 
4673,4673,"3 0.3604581072935504, 6 0.11854530841872613, 0 0.11713883865782598, 2 0.11713883865782598, 5 0.10166767128792446, 1 0.09322885272252363, 4 0.0918223829616235",": fastdateformat doesnt respect summer daylight in some localized stringsmerge branch master of https://github.com/nickmanley/commons-langthis fix nullpointerexception in fastdateparser$timezonestrategyfix nullpointerexception in fastdateparser$timezonestrategyrefactor fastdateparseruse hashmap for performance break down regular expressions to per-format, allowingparseposition to get set add parse with calendar input, allowing client to set leniencyand/or replace display names"
4674,4674,"2 0.15966386554621845, 0 0.1400560224089636, 1 0.1400560224089636, 3 0.1400560224089636, 4 0.1400560224089636, 5 0.1400560224089636, 6 0.1400560224089636",reuse
4675,4675,"2 0.23617952928297753, 6 0.13656267104542963, 1 0.13273125342090863, 3 0.12506841817186648, 0 0.12315270935960594, 4 0.12315270935960594, 5 0.12315270935960594",make whitespace use after tokens consistent and add a checkstyle rule to enforce it.
4676,4676,"2 0.18886198547215494, 3 0.18321226795803064, 1 0.13236481033091202, 5 0.12859833198816248, 4 0.12483185364541298, 0 0.12106537530266345, 6 0.12106537530266345",add final modifier to local variables. addgetandincrement/getanddecrement/getandadd/incrementandget/decrementandget/addandgetin mutable* classes
4677,4677,"0 0.22276029055690072, 4 0.13989776701641105, 6 0.1380145278450363, 3 0.13613128867366153, 1 0.12106537530266347, 2 0.12106537530266347, 5 0.12106537530266347","moving center, left, leftpad, right, rightpad, mid, uppercase, lowercase and swapcase over to charsequence input. 687"
4678,4678,"3 0.20634920634920628, 0 0.1322751322751323, 1 0.1322751322751323, 2 0.1322751322751323, 4 0.1322751322751323, 5 0.1322751322751323, 6 0.1322751322751323",fixing crlfsstatement unnecessarily nested within else clause.
4679,4679,"5 0.15363881401617246, 6 0.15363881401617246, 2 0.14944594189877206, 1 0.13896376160527107, 0 0.1347708894878706, 3 0.1347708894878706, 4 0.1347708894878706",checkstyle and trailing spaces.
4680,4680,"5 0.2783068783068782, 6 0.12645502645502643, 0 0.11904761904761904, 1 0.11904761904761904, 2 0.11904761904761904, 3 0.11904761904761904, 4 0.11904761904761904",applying chas hontons implementation of dateparser and subsequent integration into fastdateformat and the time package. see . 
4681,4681,"4 0.17209690893901416, 0 0.16040100250626563, 1 0.1506544138123085, 2 0.1409078251183514, 3 0.12531328320802007, 5 0.12531328320802007, 6 0.12531328320802007",[github] commons-lang pull request : intellij idea refactorings..
4682,4682,"6 0.26945878753107666, 5 0.19716963090457063, 3 0.16504111684834574, 2 0.09676802447886781, 4 0.09141327213616371, 1 0.09007458405048767, 0 0.09007458405048765","zz format not displaying z for utc with openjdk 6replace tabs with spaces fastdateparser and fastdateprinter support x formatadded missing support for iso 8601 parsing and printing using ""zz"" pattern (code now matches javadoc). addresses .add final modifier to local variables.applying chas hontons implementation of dateparser and subsequent integration into fastdateformat and the time package. see . "
4683,4683,"5 0.30765639589168997, 6 0.13608776844070958, 0 0.123015873015873, 3 0.11321195144724557, 4 0.10994397759103644, 1 0.1050420168067227, 2 0.1050420168067227",adjust fastdateformat for java 7 behavior regarding format of the year pattern ().refactoring fastdateformat per to use the formatcache class created for an upcoming dateparser functionality. ive kept formatcache package-private for now. 
4684,4684,"0 0.1710454296661193, 6 0.1652983032293377, 1 0.1403940886699507, 5 0.1403940886699507, 2 0.13081554460864808, 4 0.12698412698412703, 3 0.12506841817186648", make some private fields finalreturning notimplementedexception to lang after it was removed in lang 3.0 per the request in . 
4685,4685,"6 0.33537414965986395, 4 0.12108843537414964, 3 0.11791383219954646, 2 0.11473922902494331, 1 0.1052154195011338, 0 0.10362811791383222, 5 0.10204081632653063","make sure lines in files dont have trailing white spaces and remove all trailing white spaces<action issue="""" type=""add"">strbuilder should support stringbuilder as an input parameter</action>"
4686,4686,"2 0.2277593207825766, 6 0.2161314138058324, 5 0.17607973421926912, 3 0.12827611664820965, 1 0.08564045773348102, 0 0.08305647840531563, 4 0.08305647840531563",make whitespace use after tokens consistent and add a checkstyle rule to enforce it.make sure placement of curly braces is consistentmake sure lines in files dont have trailing white spaces and remove all trailing white spacesadd final modifier to local variables.explicit boxingapplying chas hontons implementation of dateparser and subsequent integration into fastdateformat and the time package. see . 
